id,gamma_0,gamma_1,gamma_2,gamma_3,gamma_4,beta_0,beta_1,beta_2,beta_3,beta_4
97,np.float64(0.23609091341495514),np.float64(0.5037276744842529),np.float64(0.28508439660072327),np.float64(0.8194581270217896),np.float64(0.999695897102356),np.float64(0.33706822991371155),np.float64(0.49701201915740967),np.float64(0.4400077760219574),np.float64(0.2121250033378601),np.float64(0.20684455335140228)
98,np.float64(0.1950085461139679),np.float64(0.4410487711429596),np.float64(0.2892037332057953),np.float64(0.6241417527198792),np.float64(1.0168200731277466),np.float64(0.3451593220233917),np.float64(0.43243324756622314),np.float64(0.4269537925720215),np.float64(0.2642717957496643),np.float64(0.18809643387794495)
99,np.float64(-0.5275095105171204),np.float64(-0.01288139820098877),np.float64(0.5226562023162842),np.float64(0.309085488319397),np.float64(2.1547210216522217),np.float64(0.652827799320221),np.float64(0.9159771203994751),np.float64(0.6824349164962769),np.float64(0.20159979164600372),np.float64(0.15763352811336517)
100,np.float64(0.1906081885099411),np.float64(0.48849254846572876),np.float64(0.3353535830974579),np.float64(0.5453608632087708),np.float64(2.1019387245178223),np.float64(0.30099916458129883),np.float64(0.3260054886341095),np.float64(0.45552754402160645),np.float64(0.19784030318260193),np.float64(0.14019429683685303)
101,np.float64(0.19565875828266144),np.float64(0.42970988154411316),np.float64(0.2867435812950134),np.float64(0.6091143488883972),np.float64(0.9256276488304138),np.float64(0.3417510688304901),np.float64(0.43459972739219666),np.float64(0.44211050868034363),np.float64(0.20374011993408203),np.float64(0.14890369772911072)
102,np.float64(0.25862613320350647),np.float64(0.6677476763725281),np.float64(0.31612974405288696),np.float64(0.9300820827484131),np.float64(1.381479024887085),np.float64(0.28104063868522644),np.float64(0.4025886654853821),np.float64(0.49442416429519653),np.float64(0.19717925786972046),np.float64(0.18126580119132996)
103,np.float64(0.2582457661628723),np.float64(0.7504936456680298),np.float64(0.33646219968795776),np.float64(0.7931806445121765),np.float64(1.3167049884796143),np.float64(0.27439990639686584),np.float64(0.3637707531452179),np.float64(0.4321868121623993),np.float64(0.2522061765193939),np.float64(0.20032738149166107)
104,np.float64(-0.4646992087364197),np.float64(0.4881930351257324),np.float64(0.39123284816741943),np.float64(1.1136829853057861),np.float64(1.1286593675613403),np.float64(1.584091067314148),np.float64(0.6975823640823364),np.float64(0.29994165897369385),np.float64(0.19794556498527527),np.float64(0.20116528868675232)
105,np.float64(0.18466287851333618),np.float64(0.4518964886665344),np.float64(0.3054763376712799),np.float64(0.40006375312805176),np.float64(0.9352365136146545),np.float64(0.29697364568710327),np.float64(0.2928429841995239),np.float64(0.45496657490730286),np.float64(0.25516238808631897),np.float64(0.10084063559770584)
106,np.float64(0.20928668975830078),np.float64(0.5106115937232971),np.float64(0.3265734612941742),np.float64(0.7014271020889282),np.float64(1.0570873022079468),np.float64(0.31659895181655884),np.float64(0.4014603793621063),np.float64(0.4076976776123047),np.float64(0.2602675259113312),np.float64(0.16507530212402344)
107,np.float64(0.21334291994571686),np.float64(0.4775433838367462),np.float64(0.3044113516807556),np.float64(0.7351520657539368),np.float64(1.064038634300232),np.float64(0.3251486122608185),np.float64(0.43270817399024963),np.float64(0.4153779447078705),np.float64(0.24588075280189514),np.float64(0.22503013908863068)
108,np.float64(0.24403665959835052),np.float64(0.6989609599113464),np.float64(0.307182639837265),np.float64(1.0619858503341675),np.float64(1.3090629577636719),np.float64(0.2826193571090698),np.float64(0.4094994366168976),np.float64(0.39476707577705383),np.float64(0.185548335313797),np.float64(0.17682214081287384)
109,np.float64(0.21688005328178406),np.float64(0.5608697533607483),np.float64(0.35021916031837463),np.float64(0.5674625635147095),np.float64(1.1095130443572998),np.float64(0.29661962389945984),np.float64(0.3343488276004791),np.float64(0.42224639654159546),np.float64(0.24606512486934662),np.float64(0.12599609792232513)
110,np.float64(0.16076673567295074),np.float64(0.40852090716362),np.float64(0.3285362720489502),np.float64(0.5169467329978943),np.float64(0.9234948754310608),np.float64(0.33562061190605164),np.float64(0.33942344784736633),np.float64(0.45113059878349304),np.float64(0.21906046569347382),np.float64(0.14714360237121582)
111,np.float64(0.253978431224823),np.float64(0.42117759585380554),np.float64(0.3624557554721832),np.float64(0.8733403086662292),np.float64(0.8562347888946533),np.float64(0.35493624210357666),np.float64(0.5661675930023193),np.float64(0.3793020248413086),np.float64(0.22215183079242706),np.float64(0.24069342017173767)
112,np.float64(0.1716405600309372),np.float64(0.39000263810157776),np.float64(0.3034778833389282),np.float64(0.5325514078140259),np.float64(1.0233057737350464),np.float64(0.3503429889678955),np.float64(0.38233113288879395),np.float64(0.4024679362773895),np.float64(0.2042769491672516),np.float64(0.11999056488275528)
113,np.float64(0.2400306910276413),np.float64(0.5322471857070923),np.float64(0.3306830823421478),np.float64(1.096739649772644),np.float64(0.9849897027015686),np.float64(0.302655428647995),np.float64(0.4670352339744568),np.float64(0.4528868794441223),np.float64(0.1671365201473236),np.float64(0.17987318336963654)
114,np.float64(0.20239847898483276),np.float64(0.5240646600723267),np.float64(0.3327728807926178),np.float64(0.5710853338241577),np.float64(1.6577447652816772),np.float64(0.3025803864002228),np.float64(0.34637734293937683),np.float64(0.48142436146736145),np.float64(0.19294102489948273),np.float64(0.16375192999839783)
115,np.float64(0.20572052896022797),np.float64(0.44015324115753174),np.float64(0.3109738230705261),np.float64(0.7281896471977234),np.float64(0.7126519083976746),np.float64(0.34263280034065247),np.float64(0.4454267621040344),np.float64(0.3746158182621002),np.float64(0.22520089149475098),np.float64(0.20089468359947205)
116,np.float64(0.2349434494972229),np.float64(0.43247494101524353),np.float64(0.3154560327529907),np.float64(0.8213108777999878),np.float64(0.9626405835151672),np.float64(0.3453821837902069),np.float64(0.5068398714065552),np.float64(0.40305620431900024),np.float64(0.21771691739559174),np.float64(0.20283791422843933)
117,np.float64(0.2474842518568039),np.float64(0.6662378907203674),np.float64(0.38057902455329895),np.float64(0.5359719395637512),np.float64(1.321503758430481),np.float64(0.2749207317829132),np.float64(0.30984073877334595),np.float64(0.4521297812461853),np.float64(0.20097452402114868),np.float64(0.15054862201213837)
118,np.float64(0.2144170105457306),np.float64(0.4706568121910095),np.float64(0.28437483310699463),np.float64(0.7944245934486389),np.float64(1.027521014213562),np.float64(0.3227795362472534),np.float64(0.46140560507774353),np.float64(0.4310389757156372),np.float64(0.17768734693527222),np.float64(0.1545528918504715)
119,np.float64(0.2408972680568695),np.float64(0.4570213258266449),np.float64(0.3346145749092102),np.float64(0.9910240769386292),np.float64(0.8412320613861084),np.float64(0.3334901034832001),np.float64(0.48753130435943604),np.float64(0.3937353491783142),np.float64(0.17711789906024933),np.float64(0.17381590604782104)
120,np.float64(0.2514589726924896),np.float64(0.628954291343689),np.float64(0.31200912594795227),np.float64(0.8806849718093872),np.float64(1.3588405847549438),np.float64(0.28468629717826843),np.float64(0.4293072521686554),np.float64(0.4399888217449188),np.float64(0.17354413866996765),np.float64(0.1561564952135086)
121,np.float64(0.254748672246933),np.float64(0.6464133262634277),np.float64(0.3252457082271576),np.float64(0.6556693911552429),np.float64(1.0736992359161377),np.float64(0.28171148896217346),np.float64(0.36303502321243286),np.float64(0.43368759751319885),np.float64(0.23382672667503357),np.float64(0.16704413294792175)
122,np.float64(0.2125774770975113),np.float64(0.5815022587776184),np.float64(0.2576078176498413),np.float64(0.8706958293914795),np.float64(0.8830147981643677),np.float64(0.30111590027809143),np.float64(0.4906376302242279),np.float64(0.4048948884010315),np.float64(0.13943059742450714),np.float64(0.18522916734218597)
123,np.float64(0.2779068052768707),np.float64(0.7459192276000977),np.float64(0.3318120241165161),np.float64(1.2697725296020508),np.float64(1.1821842193603516),np.float64(0.26290443539619446),np.float64(0.3692529499530792),np.float64(0.4192277491092682),np.float64(0.17027688026428223),np.float64(0.300617516040802)
124,np.float64(0.19684314727783203),np.float64(0.3046416640281677),np.float64(0.45353206992149353),np.float64(-0.2116008847951889),np.float64(0.7020002603530884),np.float64(0.36913102865219116),np.float64(0.3326508700847626),np.float64(1.404005527496338),np.float64(-0.9287711381912231),np.float64(0.10530155152082443)
125,np.float64(0.25394612550735474),np.float64(0.37473875284194946),np.float64(0.4140888452529907),np.float64(0.8324061036109924),np.float64(0.985881507396698),np.float64(0.3922520875930786),np.float64(0.47768017649650574),np.float64(0.34133782982826233),np.float64(0.2100355178117752),np.float64(0.1943700611591339)
126,np.float64(0.1876044124364853),np.float64(0.45285728573799133),np.float64(0.32360467314720154),np.float64(0.5339453220367432),np.float64(0.986452579498291),np.float64(0.3231148421764374),np.float64(0.3510761260986328),np.float64(0.416469544172287),np.float64(0.2064608782529831),np.float64(0.12518540024757385)
127,np.float64(0.21392199397087097),np.float64(0.4101213216781616),np.float64(0.3399386703968048),np.float64(0.668237566947937),np.float64(0.9960442185401917),np.float64(0.3680912256240845),np.float64(0.45379284024238586),np.float64(0.3771352171897888),np.float64(0.23709408938884735),np.float64(0.1567542552947998)
128,np.float64(0.18311655521392822),np.float64(0.4464171826839447),np.float64(0.3549800217151642),np.float64(0.4358872175216675),np.float64(0.9075441360473633),np.float64(0.319573312997818),np.float64(0.3020537197589874),np.float64(0.4161553680896759),np.float64(0.25605759024620056),np.float64(0.13714785873889923)
129,np.float64(0.28920432925224304),np.float64(0.6166686415672302),np.float64(0.28380218148231506),np.float64(1.139784812927246),np.float64(1.1600430011749268),np.float64(0.2799479067325592),np.float64(0.5053688883781433),np.float64(0.41293904185295105),np.float64(0.19174917042255402),np.float64(0.1895853728055954)
130,np.float64(0.2096884399652481),np.float64(0.5308043956756592),np.float64(0.3199182450771332),np.float64(0.5723217129707336),np.float64(1.0569618940353394),np.float64(0.30257970094680786),np.float64(0.37009647488594055),np.float64(0.432445228099823),np.float64(0.21707749366760254),np.float64(0.11674278229475021)
131,np.float64(0.18982955813407898),np.float64(0.46658483147621155),np.float64(0.3381851017475128),np.float64(0.5480694770812988),np.float64(1.0206291675567627),np.float64(0.32584962248802185),np.float64(0.34265005588531494),np.float64(0.42484530806541443),np.float64(0.29034313559532166),np.float64(0.17576387524604797)
132,np.float64(0.2342342883348465),np.float64(0.47249534726142883),np.float64(0.3473493158817291),np.float64(0.776679277420044),np.float64(0.9826419353485107),np.float64(0.3491930067539215),np.float64(0.47176870703697205),np.float64(0.3988916873931885),np.float64(0.2511899471282959),np.float64(0.23010888695716858)
133,np.float64(0.20560355484485626),np.float64(0.5130013227462769),np.float64(0.27122893929481506),np.float64(0.6623346209526062),np.float64(1.1244451999664307),np.float64(0.3151341676712036),np.float64(0.42245423793792725),np.float64(0.44084030389785767),np.float64(0.21773409843444824),np.float64(0.1462833136320114)
134,np.float64(0.16812583804130554),np.float64(0.39300256967544556),np.float64(0.3000960648059845),np.float64(0.4967440962791443),np.float64(0.882037341594696),np.float64(0.348267525434494),np.float64(0.38578182458877563),np.float64(0.42650216817855835),np.float64(0.23116284608840942),np.float64(0.12504829466342926)
135,np.float64(0.2169097512960434),np.float64(0.45155492424964905),np.float64(0.3028792142868042),np.float64(0.8284830451011658),np.float64(1.2328487634658813),np.float64(0.3284391164779663),np.float64(0.4677249789237976),np.float64(0.39811715483665466),np.float64(0.1444890946149826),np.float64(0.13348636031150818)
136,np.float64(0.21067529916763306),np.float64(0.5002073049545288),np.float64(0.2837581932544708),np.float64(0.6109356880187988),np.float64(1.0550605058670044),np.float64(0.3192477524280548),np.float64(0.40428709983825684),np.float64(0.4439376890659332),np.float64(0.23445823788642883),np.float64(0.1736077517271042)
137,np.float64(0.24451084434986115),np.float64(0.5662921667098999),np.float64(0.2867181897163391),np.float64(0.9607341885566711),np.float64(1.150327205657959),np.float64(0.2988813817501068),np.float64(0.46038374304771423),np.float64(0.43322619795799255),np.float64(0.1414802372455597),np.float64(0.17154556512832642)
138,np.float64(0.2190215140581131),np.float64(0.42850953340530396),np.float64(0.2931824326515198),np.float64(0.817505955696106),np.float64(0.8016089200973511),np.float64(0.3407049775123596),np.float64(0.49442121386528015),np.float64(0.404109925031662),np.float64(0.18891890347003937),np.float64(0.21546727418899536)
139,np.float64(0.28022846579551697),np.float64(0.6470023393630981),np.float64(0.3032301962375641),np.float64(1.0587599277496338),np.float64(1.3102221488952637),np.float64(0.2846777141094208),np.float64(0.47675666213035583),np.float64(0.45875823497772217),np.float64(0.1782253235578537),np.float64(0.21765610575675964)
140,np.float64(0.2049378752708435),np.float64(0.5213490724563599),np.float64(0.32424628734588623),np.float64(0.5489393472671509),np.float64(1.1397525072097778),np.float64(0.30029597878456116),np.float64(0.3419208824634552),np.float64(0.4729887545108795),np.float64(0.17581652104854584),np.float64(0.13181418180465698)
141,np.float64(0.19633424282073975),np.float64(0.4442943334579468),np.float64(0.27986231446266174),np.float64(0.7059783339500427),np.float64(1.0883110761642456),np.float64(0.33230555057525635),np.float64(0.4181767404079437),np.float64(0.44370225071907043),np.float64(0.2088577002286911),np.float64(0.14897562563419342)
142,np.float64(0.21397238969802856),np.float64(0.5437706708908081),np.float64(0.3162040710449219),np.float64(0.5926720499992371),np.float64(1.3058570623397827),np.float64(0.2976023554801941),np.float64(0.34607455134391785),np.float64(0.4585224688053131),np.float64(0.1964353770017624),np.float64(0.14844809472560883)
143,np.float64(0.21713541448116302),np.float64(0.4870101809501648),np.float64(0.2889290750026703),np.float64(0.656757652759552),np.float64(1.1426008939743042),np.float64(0.3201122581958771),np.float64(0.43614116311073303),np.float64(0.4147089719772339),np.float64(0.22113549709320068),np.float64(0.14469218254089355)
144,np.float64(0.24934634566307068),np.float64(0.6628637313842773),np.float64(0.3027222156524658),np.float64(0.8120682835578918),np.float64(1.2567181587219238),np.float64(0.2818257212638855),np.float64(0.3755266070365906),np.float64(0.44455501437187195),np.float64(0.24493645131587982),np.float64(0.20111742615699768)
145,np.float64(0.2026255577802658),np.float64(0.5700784921646118),np.float64(0.4231663644313812),np.float64(0.40050873160362244),np.float64(1.6787973642349243),np.float64(0.284166157245636),np.float64(0.2533082365989685),np.float64(0.4558641314506531),np.float64(0.24918675422668457),np.float64(0.1431962549686432)
146,np.float64(0.20479191839694977),np.float64(0.6232582330703735),np.float64(0.5250148773193359),np.float64(0.3471038341522217),np.float64(2.262354850769043),np.float64(0.2762684226036072),np.float64(0.20496536791324615),np.float64(0.45515012741088867),np.float64(0.3103710114955902),np.float64(0.15464241802692413)
147,np.float64(0.19687245786190033),np.float64(0.4980999529361725),np.float64(0.3827716112136841),np.float64(0.35629209876060486),np.float64(1.4787567853927612),np.float64(0.29195117950439453),np.float64(0.25386154651641846),np.float64(0.44306495785713196),np.float64(0.2630879282951355),np.float64(0.15541745722293854)
148,np.float64(0.24982638657093048),np.float64(0.5295965075492859),np.float64(0.2855745255947113),np.float64(0.9349140524864197),np.float64(0.9696071743965149),np.float64(0.3032477796077728),np.float64(0.5297691822052002),np.float64(0.4241904020309448),np.float64(0.17636658251285553),np.float64(0.1854330450296402)
149,np.float64(0.28913411498069763),np.float64(0.3339409828186035),np.float64(0.5464692711830139),np.float64(0.8486592769622803),np.float64(0.9465489983558655),np.float64(0.4048762619495392),np.float64(0.46329712867736816),np.float64(0.27208036184310913),np.float64(0.19406002759933472),np.float64(0.1746683269739151)
150,np.float64(0.19670425355434418),np.float64(0.5076944828033447),np.float64(0.35960638523101807),np.float64(0.4821767508983612),np.float64(1.1090713739395142),np.float64(0.306063175201416),np.float64(0.309859037399292),np.float64(0.4511825740337372),np.float64(0.19861552119255066),np.float64(0.14202575385570526)
151,np.float64(0.18866781890392303),np.float64(0.4432537853717804),np.float64(0.3058767318725586),np.float64(0.6566148400306702),np.float64(1.0719959735870361),np.float64(0.3315708637237549),np.float64(0.3857949674129486),np.float64(0.42567768692970276),np.float64(0.2448190301656723),np.float64(0.16320586204528809)
152,np.float64(0.1924605667591095),np.float64(0.4642295837402344),np.float64(0.2923681139945984),np.float64(0.5983242392539978),np.float64(1.2329730987548828),np.float64(0.31645092368125916),np.float64(0.3710969388484955),np.float64(0.4502384662628174),np.float64(0.24897648394107819),np.float64(0.12979085743427277)
153,np.float64(0.20413492619991302),np.float64(0.4635656774044037),np.float64(0.2695268988609314),np.float64(0.8100050687789917),np.float64(0.930075466632843),np.float64(0.33357182145118713),np.float64(0.48024889826774597),np.float64(0.43416154384613037),np.float64(0.1582169383764267),np.float64(0.1909627467393875)
154,np.float64(0.18657422065734863),np.float64(0.4453553259372711),np.float64(0.2719995081424713),np.float64(0.6346144080162048),np.float64(1.1006460189819336),np.float64(0.3375784456729889),np.float64(0.4276849627494812),np.float64(0.4034782350063324),np.float64(0.24717748165130615),np.float64(0.19081462919712067)
155,np.float64(0.25389564037323),np.float64(0.6571270823478699),np.float64(0.33375367522239685),np.float64(0.7713958621025085),np.float64(1.2490757703781128),np.float64(0.27841058373451233),np.float64(0.38019850850105286),np.float64(0.44319888949394226),np.float64(0.1479071080684662),np.float64(0.14229390025138855)
156,np.float64(0.24098417162895203),np.float64(0.6175048351287842),np.float64(0.29754799604415894),np.float64(1.0106785297393799),np.float64(1.1415759325027466),np.float64(0.28969934582710266),np.float64(0.43470603227615356),np.float64(0.42949816584587097),np.float64(0.2088325470685959),np.float64(0.22865550220012665)
157,np.float64(0.1871761679649353),np.float64(0.4934171736240387),np.float64(0.3848510980606079),np.float64(0.35779544711112976),np.float64(1.8484578132629395),np.float64(0.306552529335022),np.float64(0.27076080441474915),np.float64(0.4424663782119751),np.float64(0.23206424713134766),np.float64(0.15971878170967102)
158,np.float64(0.18803104758262634),np.float64(0.44948768615722656),np.float64(0.2790429890155792),np.float64(0.7952609062194824),np.float64(-0.07762748003005981),np.float64(0.3248903751373291),np.float64(0.4370841681957245),np.float64(0.40631452202796936),np.float64(1.0076385736465454),np.float64(-0.8372048735618591)
159,np.float64(0.15647631883621216),np.float64(0.41942647099494934),np.float64(0.6254702210426331),np.float64(-0.238481342792511),np.float64(0.45270976424217224),np.float64(0.3236871361732483),np.float64(0.2061534821987152),np.float64(1.403080701828003),np.float64(-0.8922758102416992),np.float64(0.17662152647972107)
160,np.float64(0.1976100653409958),np.float64(0.4706839621067047),np.float64(0.2984446883201599),np.float64(0.5614861249923706),np.float64(0.9612386226654053),np.float64(0.3214225471019745),np.float64(0.3835741877555847),np.float64(0.44194021821022034),np.float64(0.24326711893081665),np.float64(0.1806725412607193)
161,np.float64(0.17957043647766113),np.float64(0.4138578176498413),np.float64(0.29270076751708984),np.float64(0.45533639192581177),np.float64(0.9818377494812012),np.float64(0.3259502053260803),np.float64(0.3441656827926636),np.float64(0.42360079288482666),np.float64(0.23690350353717804),np.float64(0.11879294365644455)
162,np.float64(0.22062556445598602),np.float64(0.493202805519104),np.float64(0.37745562195777893),np.float64(1.5658161640167236),np.float64(0.7726655602455139),np.float64(0.3224053382873535),np.float64(0.4087902009487152),np.float64(0.3309754431247711),np.float64(0.23812426626682281),np.float64(0.2438599169254303)
163,np.float64(0.271605908870697),np.float64(0.6589820981025696),np.float64(0.2815776467323303),np.float64(0.8137162327766418),np.float64(1.357009768486023),np.float64(0.2743709087371826),np.float64(0.4335566759109497),np.float64(0.43571174144744873),np.float64(0.2296263575553894),np.float64(0.1799377053976059)
164,np.float64(0.2950507402420044),np.float64(0.7729166150093079),np.float64(0.35226327180862427),np.float64(1.6233363151550293),np.float64(1.3637728691101074),np.float64(0.25172412395477295),np.float64(0.4074590802192688),np.float64(0.45895880460739136),np.float64(0.2043880969285965),np.float64(0.27141380310058594)
165,np.float64(0.18572914600372314),np.float64(0.43746626377105713),np.float64(0.2535851001739502),np.float64(0.5075910687446594),np.float64(1.025222897529602),np.float64(0.3185186982154846),np.float64(0.37782394886016846),np.float64(0.48344865441322327),np.float64(0.22613608837127686),np.float64(0.12192060798406601)
166,np.float64(0.23236891627311707),np.float64(0.35513049364089966),np.float64(0.3780514597892761),np.float64(0.7513935565948486),np.float64(0.7663437724113464),np.float64(0.4081425070762634),np.float64(0.49996885657310486),np.float64(0.3357756435871124),np.float64(0.19619867205619812),np.float64(0.1687401384115219)
167,np.float64(0.2033969759941101),np.float64(0.5967262387275696),np.float64(0.49791663885116577),np.float64(0.333002507686615),np.float64(2.1109020709991455),np.float64(0.2694702446460724),np.float64(0.20335644483566284),np.float64(0.4199386239051819),np.float64(0.3637882173061371),np.float64(0.1261860877275467)
168,np.float64(0.1996774673461914),np.float64(0.5077326893806458),np.float64(0.2788703739643097),np.float64(0.7581231594085693),np.float64(1.2150354385375977),np.float64(0.31476330757141113),np.float64(0.41948744654655457),np.float64(0.4435688555240631),np.float64(0.23164160549640656),np.float64(0.1607995182275772)
169,np.float64(0.19603095948696136),np.float64(0.48034319281578064),np.float64(0.3049129843711853),np.float64(0.6654664874076843),np.float64(1.159643292427063),np.float64(0.3098197281360626),np.float64(0.37821972370147705),np.float64(0.4310438334941864),np.float64(0.24265915155410767),np.float64(0.14087340235710144)
170,np.float64(0.22677989304065704),np.float64(0.5110974311828613),np.float64(0.3083578050136566),np.float64(0.834537148475647),np.float64(1.1584913730621338),np.float64(0.3119538426399231),np.float64(0.4265264570713043),np.float64(0.44779103994369507),np.float64(0.17378151416778564),np.float64(0.16567672789096832)
171,np.float64(0.24489222466945648),np.float64(0.35937103629112244),np.float64(0.43319767713546753),np.float64(0.9216427803039551),np.float64(0.95774245262146),np.float64(0.40823596715927124),np.float64(0.5194757580757141),np.float64(0.37132322788238525),np.float64(0.22268524765968323),np.float64(0.21152262389659882)
172,np.float64(0.20621614158153534),np.float64(0.5134775638580322),np.float64(0.318538635969162),np.float64(0.570921778678894),np.float64(1.2725350856781006),np.float64(0.30653664469718933),np.float64(0.33702269196510315),np.float64(0.45444154739379883),np.float64(0.19765262305736542),np.float64(0.13857875764369965)
173,np.float64(0.22162111103534698),np.float64(0.5153796076774597),np.float64(0.3026846945285797),np.float64(0.7596129179000854),np.float64(1.0937013626098633),np.float64(0.32064124941825867),np.float64(0.45426443219184875),np.float64(0.4047054350376129),np.float64(0.1622707098722458),np.float64(0.17655310034751892)
174,np.float64(0.2218630164861679),np.float64(0.5988712906837463),np.float64(0.4209865927696228),np.float64(0.47341257333755493),np.float64(0.923500657081604),np.float64(0.2821432948112488),np.float64(0.26239845156669617),np.float64(0.3995186388492584),np.float64(0.2804902195930481),np.float64(0.15594062209129333)
175,np.float64(0.22030949592590332),np.float64(0.5990722179412842),np.float64(0.28739744424819946),np.float64(1.0137526988983154),np.float64(0.876192569732666),np.float64(0.29716259241104126),np.float64(0.45361095666885376),np.float64(0.3798188865184784),np.float64(0.12962639331817627),np.float64(0.16888907551765442)
176,np.float64(0.20050817728042603),np.float64(0.46754395961761475),np.float64(0.3114500641822815),np.float64(0.6519394516944885),np.float64(1.0979098081588745),np.float64(0.3242933452129364),np.float64(0.3922836184501648),np.float64(0.42336076498031616),np.float64(0.2385374903678894),np.float64(0.16257613897323608)
177,np.float64(0.19800730049610138),np.float64(0.4831749200820923),np.float64(0.3054111897945404),np.float64(0.6693330407142639),np.float64(1.0093743801116943),np.float64(0.33436325192451477),np.float64(0.42126181721687317),np.float64(0.4272695481777191),np.float64(0.21099326014518738),np.float64(0.15738767385482788)
178,np.float64(0.19950242340564728),np.float64(0.47281306982040405),np.float64(0.28332236409187317),np.float64(0.6032631397247314),np.float64(1.029764175415039),np.float64(0.32294929027557373),np.float64(0.4294920861721039),np.float64(0.4384337067604065),np.float64(0.19658426940441132),np.float64(0.12671877443790436)
179,np.float64(0.1902192234992981),np.float64(0.48801547288894653),np.float64(0.408270925283432),np.float64(0.4156445264816284),np.float64(2.327305555343628),np.float64(0.30916354060173035),np.float64(0.2601926624774933),np.float64(0.4232367277145386),np.float64(0.2849309742450714),np.float64(0.19343769550323486)
180,np.float64(0.19572845101356506),np.float64(0.5687223672866821),np.float64(0.4647812247276306),np.float64(0.3194875717163086),np.float64(1.9689606428146362),np.float64(0.2761685252189636),np.float64(0.19816789031028748),np.float64(0.41547486186027527),np.float64(0.32626983523368835),np.float64(0.11310192942619324)
181,np.float64(0.17926308512687683),np.float64(0.40316757559776306),np.float64(0.28516674041748047),np.float64(0.6629744172096252),np.float64(0.7308374047279358),np.float64(0.35719218850135803),np.float64(0.4409649968147278),np.float64(0.4143681526184082),np.float64(0.18986916542053223),np.float64(0.19299989938735962)
182,np.float64(0.21215806901454926),np.float64(0.49260061979293823),np.float64(0.31365132331848145),np.float64(0.821031391620636),np.float64(1.1174299716949463),np.float64(0.322027325630188),np.float64(0.40694382786750793),np.float64(0.411496102809906),np.float64(0.20926311612129211),np.float64(0.17718106508255005)
183,np.float64(0.23768725991249084),np.float64(0.35048457980155945),np.float64(0.38430869579315186),np.float64(0.7851575613021851),np.float64(0.9842508435249329),np.float64(0.41308847069740295),np.float64(0.5127001404762268),np.float64(0.35421931743621826),np.float64(0.22324301302433014),np.float64(0.1625162661075592)
184,np.float64(0.2625633776187897),np.float64(0.6280488967895508),np.float64(0.32086676359176636),np.float64(1.070389747619629),np.float64(1.1605205535888672),np.float64(0.28509625792503357),np.float64(0.4558458924293518),np.float64(0.42248693108558655),np.float64(0.1510259509086609),np.float64(0.18798945844173431)
185,np.float64(0.20044901967048645),np.float64(0.4539998173713684),np.float64(0.29282963275909424),np.float64(0.6542470455169678),np.float64(1.0487922430038452),np.float64(0.3260067403316498),np.float64(0.401207834482193),np.float64(0.4557167589664459),np.float64(0.229268878698349),np.float64(0.16913644969463348)
186,np.float64(0.2539496123790741),np.float64(0.6357848644256592),np.float64(0.32231900095939636),np.float64(0.7968961596488953),np.float64(1.8192050457000732),np.float64(0.2799849808216095),np.float64(0.38172435760498047),np.float64(0.42150023579597473),np.float64(0.17478667199611664),np.float64(0.15087802708148956)
187,np.float64(0.2086879163980484),np.float64(0.5089786052703857),np.float64(0.2996700704097748),np.float64(0.6872429251670837),np.float64(1.1010104417800903),np.float64(0.3217868506908417),np.float64(0.40956810116767883),np.float64(0.4492283761501312),np.float64(0.2426108419895172),np.float64(0.18504220247268677)
188,np.float64(0.18032991886138916),np.float64(0.4304312765598297),np.float64(0.32976576685905457),np.float64(0.4477447271347046),np.float64(0.9269822239875793),np.float64(0.32774657011032104),np.float64(0.32338643074035645),np.float64(0.40446725487709045),np.float64(0.254965215921402),np.float64(0.13539625704288483)
189,np.float64(0.2744091749191284),np.float64(0.5645225048065186),np.float64(0.33092203736305237),np.float64(0.9462905526161194),np.float64(1.2094627618789673),np.float64(0.29978904128074646),np.float64(0.4741935431957245),np.float64(0.4106251299381256),np.float64(0.2033059149980545),np.float64(0.19145141541957855)
190,np.float64(0.21328283846378326),np.float64(0.437397837638855),np.float64(0.27833321690559387),np.float64(0.7397997975349426),np.float64(0.9562923908233643),np.float64(0.33715468645095825),np.float64(0.4587329626083374),np.float64(0.4748712480068207),np.float64(0.21787546575069427),np.float64(0.1969766765832901)
191,np.float64(0.17834027111530304),np.float64(0.5022544264793396),np.float64(-0.11179867386817932),np.float64(0.5185964107513428),np.float64(0.7896693348884583),np.float64(0.3325148820877075),np.float64(1.1457605361938477),np.float64(-0.6327842473983765),np.float64(0.2404172420501709),np.float64(0.15146569907665253)
192,np.float64(0.24678489565849304),np.float64(0.5405741930007935),np.float64(0.3362787067890167),np.float64(0.8297517895698547),np.float64(1.0018130540847778),np.float64(0.3044711947441101),np.float64(0.4235230088233948),np.float64(0.44512367248535156),np.float64(0.16034044325351715),np.float64(0.17060784995555878)
193,np.float64(0.2221904993057251),np.float64(0.5132774710655212),np.float64(0.3093065619468689),np.float64(0.7082048058509827),np.float64(1.1045643091201782),np.float64(0.3119259178638458),np.float64(0.4195263087749481),np.float64(0.4292548596858978),np.float64(0.23548279702663422),np.float64(0.16661708056926727)
